Level,Brand,Main,Category,Parent,Market,Why?,Proof,Alternatives
DO_NOT_BUY,Dero Detergent,Household-Cleaning,Laundry Detergent,Unilever,Eastern Europe,"Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Dettol,Household-Cleaning,Cleaner,Reckitt Benckiser,,Reckitt BenckiserÊsigned a cooperation agreement with the Israel Innovation Authority seeking investments in Israeli startups.,https://en.globes.co.il/en/article-reckitt-benckiser-seeks-investments-in-israeli-cos-1001262747,
DO_NOT_BUY,DevaCurl,Personal Care-Hair,Curly Hair | Black Hair,Henkel,,HenkelÊinvests in Israeli technology namely by investing in Feelit. A company with its roots in Isra‘l.,https://www.henkel.com/press-and-media/press-releases-and-kits/2021-01-07-henkel-invests-in-technology-startup-feelit-1141594,
DO_NOT_BUY,DFS,Retail,Luxury Stores,LVMH,,This brand is owned by LVMH. LVMH owner Bernard Arnault invests hundreds of millions in Israeli companies.,https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,
DO_NOT_BUY,Diabetisource,Personal Care-Health,Nutrition,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Dial Soap,Personal Care-Hygiene,Soap Products,Henkel,,HenkelÊinvests in Israeli technology namely by investing in Feelit. A company with its roots in Isra‘l.,https://www.henkel.com/press-and-media/press-releases-and-kits/2021-01-07-henkel-invests-in-technology-startup-feelit-1141594,
DO_NOT_BUY,Diesel,Fashion,Mens Clothing and Accessories | Womens Clothing and Accessories | Perfume | Cologne,OTB Group,,"Diesel Fragrances is in partnership with L'Oreal, which has heavy investment in and operates a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,
DO_NOT_BUY,Diet Coke,Food-Beverage,Soda,Coca-Cola,,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,DiGiorno Pizza,Food,Frozen Pizza,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Dillards,Fashion,Mens Clothing and Accessories | Womens Clothing and Accessories,Dillards,,"Uses Delta Galil fabric, an Israeli textile company with manufacturing and operations in illegal West Bank settlements.",http://www.inminds.com/boycott-delta-galil.html,
DO_NOT_BUY,Dimension,Personal Care-Hair,Shampoo-Affordable,Unilever,,"Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Dine Cat Food,Pet Products,Cat Food,Mars,Australia,Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel,https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners,
DO_NOT_BUY,Dior,Fashion,Jewelry | Watches | Womens Clothing and Accessories-High End | Perfume | Cologne | Cosmetics | Beauty-Skincare,LVMH,,This brand is owned by LVMH. LVMH owner Bernard Arnault invests hundreds of millions in Israeli companies.,https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,
DO_NOT_BUY,Discreet,Personal Care-Hygiene,Feminine Products,Procter and Gamble,,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Disney,Entertainment,Movies,The Walt Disney Company,,"Disney made an official announcement that it will by pledging $2m and further initiatives to support Israel. While the CEO explicitly condemned attacks on Jews in Israel, he made no mention of the Palestinian people who are being killed by the Israeli military.",https://www.yahoo.com/entertainment/disney-pledges-2-million-donation-032004758.html,
DO_NOT_BUY,Dixie,Household,Paper Plates and Utensils,Koch Industries,,"Georgia Pacific is owned by the Koch brothers, who are heavily invested in Israel.",https://circuit.news/2022/11/06/kochs-israeli-investment-chief-aims-to-disrupt-venture-capital-funding/,
DO_NOT_BUY,DKNY,Fashion,Mens Clothing and Accessories-High End | Womens Clothing and Accessories-High End | Shoes | Perfume | Cologne | Linens,LVMH,,This brand is owned by LVMH. LVMH owner Bernard Arnault invests hundreds of millions in Israeli companies.,https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,
DO_NOT_BUY,Dobry,Food-Beverage,Juice,Coca-Cola,Russia,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Dodo Bar Or,Fashion,Womens Clothing and Accessories-High End,Dodo Bar Or,,The designer posted an anti-Palestinian video.,https://www.ibtimes.sg/dodo-bar-israeli-fashion-designers-clothing-lines-removed-luxury-shopping-platforms-posting-72153,
DO_NOT_BUY,Dodo Jewels,Fashion,Jewelry-High End,Kering,,"Kering is owned by Artemis Group, which also owns Puma. Puma is the main sponsor of the Israel Football Association, which includes teams in Israel's illegal settlements. They are not renewing in 2024 but we urge you to keep up the pressure till they publicly oppose the Occupation.",https://bdsmovement.net/boycott-puma,
DO_NOT_BUY,Dodot Diapers,Baby,Diapers,Procter and Gamble,,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Dog Chow,Pet Products,Dog Food,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Dogadan,Food,Tea-Packaged,Coca-Cola,Turkey,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Dolca Coffee,Food,Coffee-Packaged,Nestle,Argentina,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Dolce and Gabbana Perfumes,Personal Care-Beauty,Cologne,Procter and Gamble,,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Dollar Shave Club,Personal Care-Hair,Shaving-Men,Unilever,,"Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Dolmio,Food,Italian Food,Mars,UK,Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel,https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners,
DO_NOT_BUY,Dolo Neurobion,Personal Care-Health,Pain and Fever,Procter and Gamble,,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Dolormin,Personal Care-Health,Pain and Fever,J&J (Kenvue),,"Johnson & JohnsonÊowns companies in Israel, engaging in various sectors including healthcare, pharmaceuticals, and medical devices, furthering its global presence in these critical industries.",https://www.jnjcareers.co.il/en,
DO_NOT_BUY,Dom Perignon,Food-Beverage,Alcohol,LVMH,,This brand is owned by LVMH. LVMH owner Bernard Arnault invests hundreds of millions in Israeli companies.,https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,
DO_NOT_BUY,Domestos Cleaner,Household-Cleaning,Cleaner,Unilever,UK,"Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Domex Cleaner,Household-Cleaning,Cleaner,Unilever,Asia,"Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Dominos Pizza,Restaurants,Pizza,Dominos Pizza Inc.,,Dominos Pizza has a large presence in Israel with 33 franchise locations who provided free meals to IOF soldiers.,,
DO_NOT_BUY,Don Limpio,Household-Cleaning,Cleaner,Procter and Gamble,Spain,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Donna Karan,Fashion,Mens Clothing and Accessories-High End | Womens Clothing and Accessories-High End | Shoes | Perfume | Cologne | Linens,LVMH,,This brand is owned by LVMH. LVMH owner Bernard Arnault invests hundreds of millions in Israeli companies.,https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/,
DO_NOT_BUY,Donut Shop Coffee,Food,Coffee-Packaged,Keurig Dr Pepper,,"JAB Holding Company has a controlling interest in Keurig Dr Pepper. JAB funds the Landecker Foundation, which is a German organization fighting anti-semitism by supporting Hillel, a Zionist campus group, and cooperating with Hebrew University, without advocating for justice for Palestinians.",https://www.alfredlandecker.org/en/projects/cooperation-with-the-hebrew-university-of-jerusalem,
DO_NOT_BUY,Doritos,Food-Snacks,Chips,PepsiCo,,"The owner of Doritos, PepsiCo, bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg,
DO_NOT_BUY,Dorna Water,Food-Beverage,Water,Coca-Cola,Eastern Europe,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Doublemint,Food-Sweets,Chewing Gum,Mars,,Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel,https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners,
DO_NOT_BUY,Douglas Labs,Personal Care-Health,Vitamins and Supplements,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Dove Chocolate,Food-Sweets,Chocolate,Mars,,Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel,https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners,
DO_NOT_BUY,Dove Soap,Personal Care-Hygiene,Soap Products,Unilever,,"Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Downy,Household-Cleaning,Fabric Softener,Procter and Gamble,,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Dr Jart+,Personal Care-Beauty,Skincare,Estee Lauder,,"Estee Lauder ownership, especially Ronald Lauder, has extremist zionist views and financially and politically supports Israeli occupation of Palestinian land.",https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d,
DO_NOT_BUY,Dr Kaufmann,Personal Care-Hygiene,Soap Products,Unilever,Southeast Asia,"Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Dr Pepper,Food-Beverage,Soda,Keurig Dr Pepper,,"JAB Holding Company has a controlling interest in Keurig Dr Pepper. JAB funds the Landecker Foundation, which is a German organization fighting anti-semitism by supporting Hillel, a Zionist campus group, and cooperating with Hebrew University, without advocating for justice for Palestinians.",https://www.alfredlandecker.org/en/projects/cooperation-with-the-hebrew-university-of-jerusalem,
DO_NOT_BUY,Dr Teals,Personal Care-Health,Foot Care | Skincare | Beauty-Soap,PDC Brands,,"PDC Brands is owned by CVC Capital, which has significant investments in Israel.",https://www.algemeiner.com/tag/cvc-capital-partners/,
DO_NOT_BUY,Drakkar Noir Fragrances,Personal Care-Beauty,Cologne,Drakkar Noir,,"Drakkar Noir Fragrances is in partnership with L'Oreal, which has heavy investment in and operates a factory in Occupied Palestine.",https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,
DO_NOT_BUY,Dreamies Cat Treats,Pet Products,Cat Treats,Mars,UK,Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel,https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners,
DO_NOT_BUY,Dreft Detergent,Household-Cleaning,Laundry Detergent,Procter and Gamble,Europe,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Dreyers Ice Cream,Food,Ice Cream,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Drumstick,Food,Ice Cream,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,DryNites,Baby,Diapers,Kimberly-Clark,Europe | Australia,"Kimberly-Clark is a significant customer of Avgol (19% of revenue), a company with a factory in the Barkan Industrial Area, adjacent to the illegal Israeli settlement of Barkan in the occupied West Bank.",https://investigate.afsc.org/company/indorama-ventures,
DO_NOT_BUY,Ducati,Auto,Vehicles,Volkswagen Group,,Ordered $4 Billion worth of sensors From IsraelÕs Innoviz Technologies Ltd.,https://www.timesofisrael.com/Israeli-innoviz-secures-4b-deal-to-supply-volkswagen-with-lidar-sensors/,
DO_NOT_BUY,Duo Beauty,Personal Care-Beauty,Cosmetics-Eyes,American International Industries,,"American International is owned by Zvi Ryzman, an Israeli American dual citizen who grew up in Tel Aviv and served in the IOF.",https://wwd.com/feature/ardell-breaks-into-color-cosmetics-10894029/,
DO_NOT_BUY,Durex,Personal Care-Health,Mens Health,Reckitt Benckiser,,Reckitt BenckiserÊsigned a cooperation agreement with the Israel Innovation Authority seeking investments in Israeli startups.,https://en.globes.co.il/en/article-reckitt-benckiser-seeks-investments-in-israeli-cos-1001262747,
DO_NOT_BUY,Dutch Das,Personal Care-Hygiene,Soap Products,Unilever,,"Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Duyvis,Food,Nuts,PepsiCo,Europe,"The owner of Duyvis, PepsiCo, bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.",https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg,
DO_NOT_BUY,E2 Energy Drink,Food-Beverage,Energy Drinks,Coca-Cola,New Zealand,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Ebly Cereal,Food,Cereal,Mars,,Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel,https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners,
DO_NOT_BUY,Eclipse Gum,Food-Sweets,Chewing Gum,Mars,,Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel,https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners,
DO_NOT_BUY,Eco de los Andes,Food-Beverage,Water,Nestle,Latin America,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Eddie Bauer,Fashion,Athletic Shoes and Apparel,Authentic Brands Group,,"Eddie Bauer is owned by Authority Brands, which supports the occupation by offering company matching of employee giving to charities in Israel, with no mention of Palestine.",https://www.linkedin.com/posts/weareauthentic_activity-7118355618335191041-ycPy?utm_source=share&utm_medium=member_desktop,
DO_NOT_BUY,Eden Springs,Food-Beverage,Water,Primo Water Corp,Europe,"Primo Water owns Eden Springs, a British-Israeli water company which steals water resources from the farmers and towns in the Golan Heights, restricting access to it for non Israelis.",https://bdsmovement.net/news/bds-victory-against-eden-springs,
DO_NOT_BUY,Eggo Waffles,Food,Pancake Mix | Breakfast,Kellanova,,"Kellanova sells its products in Israel through large local distributor Schestowitz Ltd, profiting from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.",https://en.globes.co.il/en/article-754126,
DO_NOT_BUY,Einstein Bros Bagels,Restaurants,Coffee and Pastry Shops,JAB Holding Company,,"Einstein Bros is owned by JAB Holding. JAB Holding Company funds the Landecker Foundation, which is a German organization fighting anti-semitism by supporting Hillel, a Zionist campus group, and cooperating with Hebrew University, without advocating for justice for Palestinians.",https://www.alfredlandecker.org/en/projects/cooperation-with-the-hebrew-university-of-jerusalem,
DO_NOT_BUY,El Chana,Food,Coffee-Packaged,Nestle,Latin America,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Elbit Systems,Weapons Manufacturers,Weapons,Elbit Systems,,Builds drones which are used in the killing of innocent Palestinians.,https://elbitsystems.com/about-us-introduction/,
DO_NOT_BUY,Elegant Touch,Personal Care-Beauty,Cosmetics-Nails,PDC Brands,,"PDC Brands is owned by CVC Capital, which has significant investments in Israel.",https://www.algemeiner.com/tag/cvc-capital-partners/,
DO_NOT_BUY,Element Skateboard,Fashion,Athletic Shoes and Apparel,Authentic Brands Group,,"Element is owned by Authority Brands, which supports the occupation by offering company matching of employee giving to charities in Israel, with no mention of Palestine.",https://www.linkedin.com/posts/weareauthentic_activity-7118355618335191041-ycPy?utm_source=share&utm_medium=member_desktop,
DO_NOT_BUY,Elementor,Technology,Web Development,Elementor,,ElementorÊis an Israeli software development company.,https://www.timesofisrael.com/wordpress-site-builder-elementor-buys-strattic-in-all-israeli-deal/,
DO_NOT_BUY,Elevit,Personal Care-Health,Vitamins and Supplements,Bayer,,"Bayer has a partnership with the Israeli Innovation Authority, the support arm of the Israeli government, charged with fostering the development of industrial research and development in the State of Israel.",https://www.bayer.com/en/il/climate-tech-program,
DO_NOT_BUY,Elite Coffee,Food,Coffee-Packaged,Strauss Group Ltd,,Strauss is an Israeli manufacturer and marketer of consumer foods sold through retail stores.,,
DO_NOT_BUY,ELLE,Fashion,Womens Clothing and Accessories-High End,Lagardere Group,,"Uses Delta Galil fabric, an Israeli textile company with manufacturing and operations in illegal West Bank settlements.",http://www.inminds.com/boycott-delta-galil.html,
DO_NOT_BUY,Elmex,Personal Care-Dental,Toothpaste-Medical,Colgate Palmolive,Germany,"Colgate Palmolive maintains a Hebrew language site for Israel, selling its products through large local distributor Schestowitz Ltd. Colgate profits from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.",https://www.palmolive.co.il,
DO_NOT_BUY,Elta MD,Personal Care-Beauty,Skincare | Sunscreen,Colgate Palmolive,,"Colgate Palmolive maintains a Hebrew language site for Israel, selling its products through large local distributor Schestowitz Ltd. Colgate profits from the Israeli economy while silent on the injustice of the Occupation. Its Annual Revenue was $19.14 billion in 2023, higher than the GDP of 86 countries.",https://www.palmolive.co.il,
DO_NOT_BUY,Emergen-C,Personal Care-Health,Vitamins and Supplements,Haleon,,"Haleon stock is closely held by Glaxo Smith Kline and Pfizer, who both have production facilities and large investment in Israel.",https://www.mayniaga.com/unveiling-sensodynes-controversial-links-to-israel,
DO_NOT_BUY,Eminence,Fashion,Undergarments-Men,Delta Galil Industries,France,Delta Galil is an Israeli textile company with manufacturing and operations in illegal West Bank settlements,http://www.inminds.com/boycott-delta-galil.html,
DO_NOT_BUY,Enfamil,Baby,Baby Formula,Reckitt Benckiser,,Reckitt BenckiserÊsigned a cooperation agreement with the Israel Innovation Authority seeking investments in Israeli startups.,https://en.globes.co.il/en/article-reckitt-benckiser-seeks-investments-in-israeli-cos-1001262747,
DO_NOT_BUY,Enjoy Life Foods,Food,Healthy Food,Mondelez International,,Mondelez invests in Israeli startups in Occupied Palestine.,https://ir.mondelezinternational.com/news-releases/news-release-details/mondelez-international-snackfutures-makes-seed-investment,
DO_NOT_BUY,Eno,Personal Care-Health,Heartburn,Haleon,,"Haleon stock is closely held by Glaxo Smith Kline and Pfizer, who both have production facilities and large investment in Israel.",https://www.mayniaga.com/unveiling-sensodynes-controversial-links-to-israel,
DO_NOT_BUY,Enviga,Food-Beverage,Iced Tea,Coca-Cola,,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Era Detergent,Household-Cleaning,Laundry Detergent,Procter and Gamble,,"P&G is one of the largest clients of Israeli company Avgol, which makes textiles for hygienic products. Avgol Nonwoven operates a plant in the Barkan industrial complex, an illegal Israeli manufacturing settlement on the West Bank adjacent to the settlements of Barkan and Ariel.",https://www.arabamerica.com/10-brands-youll-give-youre-boycotting-israel/,
DO_NOT_BUY,Erikli Water,Food-Beverage,Water,Nestle,Turkey,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Escuis,Food-Beverage,Soda,Coca-Cola,Mexico,"Coca-Cola operates a factory in the illegal Israeli settlement of Atarot, which is built in Occupied Palestine.",https://www.foa.org.uk/campaign/boycottcocacola,
DO_NOT_BUY,Eskimo Ice Cream,Food,Ice Cream,Nestle,Europe,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Eskinol,Personal Care-Hygiene,Soap Products,Unilever,Southeast Asia,"Unilever operates in Israel through its local subsidiary Unilever Israel Foods Ltd. It has forced its other subsidiary Ben & JerryÕs into maintaining business with Israel, including selling to its illegal settlements. Unilever profits from the Israeli economy while remaining silent on the injustice of the Occupation.",https://bdsmovement.net/news/unilever-stop-undermining-ben-jerrys-decision-end-israel-settlement-business,
DO_NOT_BUY,Espresso House,Restaurants,Coffee and Pastry Shops,JAB Holding Company,Europe,"Espresso House is owned by JAB Holding. JAB Holding Company funds the Landecker Foundation, which is a German organization fighting anti-semitism by supporting Hillel, a Zionist campus group, and cooperating with Hebrew University, without advocating for justice for Palestinians.",https://www.alfredlandecker.org/en/projects/cooperation-with-the-hebrew-university-of-jerusalem,
DO_NOT_BUY,Essentia,Food-Beverage,Water,Nestle,,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Essie,Personal Care-Beauty,Cosmetics-Nails,L'Oreal,,L'Oreal has heavy investment in and operates a factory in Occupied Palestine.,https://bdsmovement.net/news/l%E2%80%99oreal-makeup-israeli-apartheid,
DO_NOT_BUY,Estee Lauder,Personal Care-Beauty,Cosmetics,Estee Lauder,,"Estee Lauder ownership, especially Ronald Lauder, has extremist zionist views and financially and politically supports Israeli occupation of Palestinian land.",https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d,
DO_NOT_BUY,Estrelitas,Food,Cereal,Nestle,Latin America,Nestle owns a controlling stake in Osem. Osem is an Israeli food manufacturer which operates in Occupied Palestine.,https://en.wikipedia.org/wiki/Osem_(company),
DO_NOT_BUY,Ethel M Chocolates,Food-Sweets,Chocolate-Premium,Mars,,Mars committed investing $1 Billion dollars in partnership with Jerusalem Venture Partners (JVP) to foster food tech solutions in Israel,https://aus.mars.com/news-and-stories/press-releases/mars-partners-with-jerusalem-venture-partners,
DO_NOT_BUY,Ethos Water,Food-Beverage,Water,Starbucks,,Howard Schultz is the largest private owner of Starbucks shares and is a staunch zionist who invests heavily in Israel's economy including a recent investment in cybersecurity startup Wiz.,https://fortune.com/2021/04/07/wiz-howard-schultz-investment-fundraising-cybersecurity-startups-starbucks-ceo/,
DO_NOT_BUY,eToro,Technology,Online Investing,eToro,,eToro is a social trading and multi-asset investment company based in Israel. Yoni Assia is the CEO of eToro and is a staunch zionist who supports the IOF.,,
DO_NOT_BUY,Eucerin,Personal Care-Beauty,Skincare-Affordable | Dry Skin Treatment,Beiersdorf,,"Eucerin is owned by Bieiersdorf, which has a 60% interest in it's Israeli subsidiary Alpa-BDF Ltd., located in Herzeliya.",https://reports.beiersdorf.com/annual-report/2022/additional-information/beiersdorf-ag-s-shareholdings.html,
