name;website;image_url;categories;parent name;parent location;parent level;reason;source_url
Pamesello;;https://productsandbrandsgroup.com/wp-content/uploads/2021/07/Afbeelding12.png;[];Mars Inc;global;alternative;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
Paramount+;;;[];Paramount Global;global;alternative;"Owned by **Paramount Global**.

**Paramount Global** stated, 'We stand with the people of Israel and the global Jewish community.""";https://variety.com/2023/film/news/hollywood-studios-israel-palestine-hamas-attacks-1235753540/
Paramount Global;;;[];;global;alternative;"**Paramount Global** stated, 'We stand with the people of Israel and the global Jewish community.""";https://variety.com/2023/film/news/hollywood-studios-israel-palestine-hamas-attacks-1235753540/
Paramount Network;;;[];Paramount Global;global;alternative;"Owned by **Paramount Global**.

**Paramount Global** stated, 'We stand with the people of Israel and the global Jewish community.""";https://variety.com/2023/film/news/hollywood-studios-israel-palestine-hamas-attacks-1235753540/
Paramount Pictures;;;[];;global;alternative;"""We unequivocally stand in solidarity with Israel in the global fight against terrorism,” says a joint letter that was signed by 15 industry executives, including the CEO of **Paramount Pictures**.";https://variety.com/2023/film/news/hollywood-studios-israel-palestine-hamas-attacks-1235753540/
Paramount Television;;;[];Paramount Global;global;alternative;"Owned by **Paramount Global**.

**Paramount Global** stated, 'We stand with the people of Israel and the global Jewish community.""";https://variety.com/2023/film/news/hollywood-studios-israel-palestine-hamas-attacks-1235753540/
Pasta Roni;;https://static.wikia.nocookie.net/logopedia/images/d/d2/IMG_20190503_224945.jpg/revision/latest?cb=20190503145649;[];PepsiCo;global;alternative;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Patou;;https://r.lvmh-static.com/uploads/2019/05/patou-logo-ok.png;[];PATOU;global;alternative;"**PATOU** is owned by **LVMH**.

Bernard Arnault, the chairman and **CEO** of **LMVH** Moet Hennessy-Louis Vuitton, and the world’s richest man according to Forbes, has **invested** in cybersecurity firm, **Wiz**, the **Israeli** maker of cloud security solutions for enterprises.";https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/
Pattex;;https://www.henkel.be/resource/image/26250/1x1/1000/1000/64c2c751c489f3424e650da983619623/5C9ABE2AFACD38B07FE93702B61F4870/pattex-logo.webp;[];Henkel;global;alternative;"Owned by **Henkel**.

**Henkel** invests in Israeli technology namely by investing in Feelit. A company with its roots in Israël.";https://www.henkel.com/press-and-media/press-releases-and-kits/2021-01-07-henkel-invests-in-technology-start-up-feelit-1141594
Payoneer;;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Payoneer_logo.svg/1280px-Payoneer_logo.svg.png;[];;global;alternative;**Payoneer** leads huge funding in Israeli startups.;https://www.israel21c.org/payoneers-180m-leads-huge-funding-in-israeli-startups/
Peace Tea;;https://www.libertycoke.com/wp-content/uploads/2017/10/peace-tea.png;[];The Coca-Cola Company;global;alternative;"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.";http://www.inminds.com/boycott-coca-cola.html
Pearl Milling Company;;https://upload.wikimedia.org/wikipedia/en/3/38/Pearl_milling_co_logo.png;[];PepsiCo;global;alternative;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
PepsiCo;;https://upload.wikimedia.org/wikipedia/commons/e/e7/Pepsico_logo.png;[];;global;alternative;**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.;https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Pepto Bismol;;https://mir-s3-cdn-cf.behance.net/project_modules/max_1200/f631dc77864589.5cdf2e3c7e734.png;[];Procter and Gamble;global;alternative;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
Perfax;;;[];Henkel;global;alternative;"Owned by **Henkel**.

**Henkel** invests in Israeli technology namely by investing in Feelit. A company with its roots in Israël.";https://www.henkel.com/press-and-media/press-releases-and-kits/2021-01-07-henkel-invests-in-technology-start-up-feelit-1141594
Perfect Snacks;;;[];Mondelez International, Inc.;global;alternative;"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said “brings real, simple ingredients together to offer multi-textural, sensorial experiences.""";https://www.foodbusinessnews.net/articles/17261-mondelez-invests-in-israel-food-tech-startup
Perrier;;https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Perrier_logo.svg/2560px-Perrier_logo.svg.png;[];Nestlé;global;alternative;"Owned by **Nestlé**.

**Nestlé** is 100% owned by swiss. **Nestlé** began investing in Israel in 1995 by buying 10% of Israeli food maker Osem Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant **Nestlé** will set up a global research and development centre for snack foods in Sderot, a town in Israel's Negev desert, the Maariv newspaper reported on Sunday. ";https://www.just-food.com/news/israel-nestle-to-up-stake-in-osem/?cf-view
Persil;;https://brandstruck.co/wp-content/uploads/2021/03/Persil-brand-strategy-positioning.jpeg;[];Henkel;global;alternative;"Owned by **Henkel**.

**Henkel** invests in Israeli technology namely by investing in Feelit. A company with its roots in Israël.";https://www.henkel.com/press-and-media/press-releases-and-kits/2021-01-07-henkel-invests-in-technology-start-up-feelit-1141594
Philadelphia;;https://www.bidfood.com.au/wp-content/uploads/New-Philadelphia_Logo-medium-e1632273723706.png;[];Mondelez International, Inc.;global;alternative;"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said “brings real, simple ingredients together to offer multi-textural, sensorial experiences.""";https://www.foodbusinessnews.net/articles/17261-mondelez-invests-in-israel-food-tech-startup
Pluto TV;;;[];Paramount Global;global;alternative;"Owned by **Paramount Global**.

**Paramount Global** stated, 'We stand with the people of Israel and the global Jewish community.""";https://variety.com/2023/film/news/hollywood-studios-israel-palestine-hamas-attacks-1235753540/
PopCorners;;https://upload.wikimedia.org/wikipedia/commons/5/5f/PopCornerslogo.png;[];PepsiCo;global;alternative;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Pop TV;;;[];Paramount Global;global;alternative;"Owned by **Paramount Global**.

**Paramount Global** stated, 'We stand with the people of Israel and the global Jewish community.""";https://variety.com/2023/film/news/hollywood-studios-israel-palestine-hamas-attacks-1235753540/
Popworks;;https://pbs.twimg.com/profile_images/1374861075456344064/GSP4UG8V_400x400.jpg;[];PepsiCo;global;alternative;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Pot Noodle;;https://cdn.sanity.io/images/92ui5egz/production/9922f7268ca3c5c916e5bc3c7ee4e1e5532e8ec9-1080x1080.png?w=600&h=600&fit=crop&auto=format;[];Unilever;global;alternative;"Owned by **Unilever**.

**Pot Noodle** and Ben & Jerry's are owned by **Unilever**. When Ben & Jerry's decided to stop selling its products in Israel, **Unilever** sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.";https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/
Powerade;;https://logowik.com/content/uploads/images/powerade374.logowik.com.webp;[];The Coca-Cola Company;global;alternative;"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.";http://www.inminds.com/boycott-coca-cola.html
PowerBar;;https://sport.powerbar.com/wp-content/uploads/powerbar-logo.png;[];Nestlé;global;alternative;"Owned by **Nestlé**.

**Nestlé** is 100% owned by swiss. **Nestlé** began investing in Israel in 1995 by buying 10% of Israeli food maker Osem Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant **Nestlé** will set up a global research and development centre for snack foods in Sderot, a town in Israel's Negev desert, the Maariv newspaper reported on Sunday. ";https://www.just-food.com/news/israel-nestle-to-up-stake-in-osem/?cf-view
Prada;;;[];Prada;global;alternative;"**Prada** is owned by **L'Oreal.**

**34.70%** of L’Oreal is owned by Mrs. Francoise Bettencourt Meyers and her family. **20.1%** of L’ Oreal is owned by **Nestle**. Nestle began **investing** in **Israel** in 1995 by buying 10% of Israeli food maker **Osem** Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant Nestle will set up a global research and development center for snack foods next year in Sderot, a town in Israel's Negev desert, the Maariv.";https://www.loreal-finance.com/eng/share-ownership
Priceline;;https://www.bookingholdings.com/wp-content/uploads/2018/05/brands-fullyopen-priceline.svg;[];;global;alternative;"Sister company of **Booking.com**.

**Booking.com** allows listings in occupied Palestinian territory, and after announcing it will remove 200 of such listings, it reversed its decision, showing it is knowingly complicit in Israels occupation.";https://www.aljazeera.com/news/2022/10/5/is-booking-com-reversal-palestine-corporate-hypocrisy
Prilosec;;https://images.ctfassets.net/wi6gwkhx363s/tWXfh4bYzghGQmH9ACHJ5/f26f0978f7ee5730b02161dcf1038007/Prilosec_Logo_V2.png;[];Procter and Gamble;global;alternative;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
Prince;;https://static.wikia.nocookie.net/logopedia/images/1/11/Prince_%281998%29.jpg/revision/latest?cb=20191010063958;[];Mondelez International, Inc.;global;alternative;"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said “brings real, simple ingredients together to offer multi-textural, sensorial experiences.""";https://www.foodbusinessnews.net/articles/17261-mondelez-invests-in-israel-food-tech-startup
Pritt;;https://www.henkel.be/resource/image/26290/1x1/1000/1000/84da2a7f9cf3d1dd263adcaefc5db577/58BD597B54ADAF83B78BE6C777BADFE5/pritt-logo.webp;[];Henkel;global;alternative;"Owned by **Henkel**.

**Henkel** invests in Israeli technology namely by investing in Feelit. A company with its roots in Israël.";https://www.henkel.com/press-and-media/press-releases-and-kits/2021-01-07-henkel-invests-in-technology-start-up-feelit-1141594
Procter&Gamble;;https://upload.wikimedia.org/wikipedia/commons/f/f9/P%26G_logo.png;[];;global;alternative;**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.;https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
Propel;;https://mma.prnewswire.com/media/1809486/PepsiCo_Beverages_Propel_Logo.jpg?p=facebook;[];PepsiCo;global;alternative;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Puffs;;https://static.wikia.nocookie.net/logopedia/images/1/10/Puffs-2012.png/revision/latest/scale-to-width-down/250?cb=20201023124052;[];Procter and Gamble;global;alternative;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
Pull&Bear;;https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Pull%26Bear_logo.svg/1280px-Pull%26Bear_logo.svg.png;[];;global;alternative;"**Pull&Bear** is a sister company of **Zara**

Joey Schwebel, chairman of **Israel's Zara franchise**, hosted **anti-Palestinian** MK Itamar **Ben Gvir**(Palestinian-hating politician) for a campaign event a week prior to upcoming elections.";https://new.thecradle.co/articles/palestinians-boycott-zara-for-hosting-israeli-extremist
Pure Leaf;;https://www.logo-designer.co/storage/2019/06/2019-pure-leaf-tea-logo-packaging-design-by-pb-creative.png;[];PepsiCo;global;alternative;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Purina;;https://1000logos.net/wp-content/uploads/2020/07/Purina-Logo.png;[];Nestlé;global;alternative;"Owned by **Nestlé**.

**Nestlé** is 100% owned by swiss. **Nestlé** began investing in Israel in 1995 by buying 10% of Israeli food maker Osem Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant **Nestlé** will set up a global research and development centre for snack foods in Sderot, a town in Israel's Negev desert, the Maariv newspaper reported on Sunday. ";https://www.just-food.com/news/israel-nestle-to-up-stake-in-osem/?cf-view
Quaker;;https://static.wikia.nocookie.net/logopedia/images/f/ff/Quaker_%282011%29.svg/revision/latest/scale-to-width-down/250?cb=20221006105423;[];PepsiCo;global;alternative;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Ralph Lauren;;https://www.ralphlauren.com/on/demandware.static/-/Library-Sites-RalphLauren_NA_Library/default/dwfe2aef66/images/social-sharing/RLNA-Social-Image.jpg;[];;global;alternative;"**Ralph Lauren Partnership**

**Ralph Lauren** has partnered with **Delta Galil Industries**, Ltd. (DELT/Tel Aviv Stock Exchange), the global manufacturer and marketer of branded and private label apparel products for men, women, and children. **Delta Galil Industries** is an **Israeli** textile firm headquartered in **Tel Aviv**, with plants around the world.";https://deltagalil.com/brands/licensed-brands/default.aspx
Ralph Lauren Fragrances;;;[];Ralph Lauren Fragrances;global;alternative;"**Ralph Lauren Fragrances** is owned by **L'Oreal.**

**34.70%** of L’Oreal is owned by Mrs. Francoise Bettencourt Meyers and her family. **20.1%** of L’ Oreal is owned by **Nestle**. Nestle began **investing** in **Israel** in 1995 by buying 10% of Israeli food maker **Osem** Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant Nestle will set up a global research and development center for snack foods next year in Sderot, a town in Israel's Negev desert, the Maariv.";https://www.loreal-finance.com/eng/share-ownership
Ratiopharm;;https://media.licdn.com/dms/image/C4E0BAQHYEaHZSilvfg/company-logo_200_200/0/1674555567080/ratiopharm_logo?e=2147483647&v=beta&t=KAESg7vj02IJ_BteV3pVqlQZZ8Il7rvhxcyu4iOIMHc;[];Owned by ;global;alternative;"**Owned by **Teva**, an American-Israeli Pharmaceutical Company**

**Teva** Pharmaceutical Industries Ltd is an American-**Israeli** pharmaceutical company and has become one of the biggest pharmaceutical companies in the world. Teva **stands** with **Israel** and provides all kind of **medical**, **pharmaceutical** and **humanitarian** aid to the zionist.

Note:

Hospitals in Gaza are facing a shortage of medical supplies. Humanitarian aid is based on the principles of humanity, impartiality, neutrality, and independence. The principle of humanity entails taking initiatives to alleviate human suffering, regardless of where it occurs, with particular attention to the most vulnerable. The dignity of all victims must be respected and protected. The principle of impartiality means that humanitarian aid can only be provided based on need, without discrimination between or within affected ethnic groups.

";https://www.tevapharm.com/news-and-media/latest-news/standing-with-israel-teva-statement-regarding-the-attacks-on-israeli-civilians/
RBS;;https://upload.wikimedia.org/wikipedia/en/thumb/a/ad/RBS_logo.svg/2560px-RBS_logo.svg.png;[];;global;alternative;**RBS** invests in companies selling arms and military equipment to Israel that have been used in the oppression of Palestinians;https://www.ethicalconsumer.org/money-finance/israel-deadly-investments
Reckitt Benckiser;;;[];;global;alternative;**Reckitt Benckiser** signs a cooperation agreement with the Israel Innovation Authority.;https://en.globes.co.il/en/article-reckitt-benckiser-seeks-investments-in-israeli-cos-1001262747
Redoxon;;https://www.redoxon.es/sites/g/files/vrxlpx43341/files/redoxon_RGB_72ppp.png;[];Bayer;global;alternative;"Owned by **Bayer**.

There is a partnership between **Bayer** and the Israeli Innovation Authority. The Israel Innovation Authority (IIA) is the support arm of the Israeli government, charged with fostering the development of industrial research and development in the State of Israel.";https://www.bayer.com/en/il/climate-tech-program
Red Rock Dell;;https://www.redrockdeli.com.au/sites/brand-redrockdeli-com-au/themes/custom/pepsico_redrockdeli/redrockdelilogo.png;[];PepsiCo;global;alternative;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine."; https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Rennie;;https://seeklogo.com/images/R/rennie-logo-4194C0174A-seeklogo.com.png;[];Bayer;global;alternative;"Owned by **Bayer**.

There is a partnership between **Bayer** and the Israeli Innovation Authority. The Israel Innovation Authority (IIA) is the support arm of the Israeli government, charged with fostering the development of industrial research and development in the State of Israel.";https://www.bayer.com/en/il/climate-tech-program
Rentalcars.com;;https://www.bookingholdings.com/wp-content/uploads/2018/02/bkng_brands-fullyopen-rentalcars.com_.svg;[];;global;alternative;"Sister company of **Booking.com**.

**Booking.com** allows listings in occupied Palestinian territory, and after announcing it will remove 200 of such listings, it reversed its decision, showing it is knowingly complicit in Israels occupation.";https://www.aljazeera.com/news/2022/10/5/is-booking-com-reversal-palestine-corporate-hypocrisy
Repossi;;https://upload.wikimedia.org/wikipedia/commons/0/01/Repossi-logo.png;[];Fred;global;alternative;"**Fred** is owned by **LVMH**.

Bernard Arnault, the chairman and **CEO** of **LMVH** Moet Hennessy-Louis Vuitton, and the world’s richest man according to Forbes, has **invested** in cybersecurity firm, **Wiz**, the **Israeli** maker of cloud security solutions for enterprises.";https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/
Rexona;;https://cdn.sanity.io/images/92ui5egz/production/d806c6c7edf6271cb15478eae7c34485f4f35d41-1080x1080.jpg?w=375&h=375&fit=crop&auto=format;[];Unilever;global;alternative;"Owned by **Unilever**.

**Rexona** and Ben & Jerry's are owned by **Unilever**. When Ben & Jerry's decided to stop selling its products in Israel, **Unilever** sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.";https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/
Rimowa;;https://upload.wikimedia.org/wikipedia/commons/6/6e/RIMOWA_Logo.svg;[];RIMOWA;global;alternative;"**RIMOWA** is owned by **LVMH**.

Bernard Arnault, the chairman and **CEO** of **LMVH** Moet Hennessy-Louis Vuitton, and the world’s richest man according to Forbes, has **invested** in cybersecurity firm, **Wiz**, the **Israeli** maker of cloud security solutions for enterprises.";https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/
Rindex;;https://static.wikia.nocookie.net/logopedia/images/6/6e/Rindex_3en1.png/revision/latest?cb=20180527174839;[];Procter and Gamble;global;alternative;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
Ritz;;https://upload.wikimedia.org/wikipedia/commons/7/72/Ritz_crackers_logo.png;[];Mondelez International, Inc.;global;alternative;"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said “brings real, simple ingredients together to offer multi-textural, sensorial experiences.""";https://www.foodbusinessnews.net/articles/17261-mondelez-invests-in-israel-food-tech-startup
Rockstar;;https://assets.stickpng.com/images/623de9e470712bdafc63c39a.png;[];PepsiCo;global;alternative;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine."; https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Rold Gold;;https://upload.wikimedia.org/wikipedia/commons/3/36/Roldgold_brand_logo.png;[];PepsiCo;global;alternative;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Royal;;;[];Mondelez International, Inc.;global;alternative;"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said “brings real, simple ingredients together to offer multi-textural, sensorial experiences.""";https://www.foodbusinessnews.net/articles/17261-mondelez-invests-in-israel-food-tech-startup
Royco;;https://cdn.cookielaw.org/logos/d1e11f1a-eba2-4782-b269-bc5eb85f98f4/f63bc57c-cb85-4487-98cd-38708ae6c1cc/3b66adab-86cc-44f9-aaa5-6f6f1cff6b55/royco.jpg;[];Mars Inc;global;alternative;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
Rubson;;;[];Henkel;global;alternative;"Owned by **Henkel**.

**Henkel** invests in Israeli technology namely by investing in Feelit. A company with its roots in Israël.";https://www.henkel.com/press-and-media/press-releases-and-kits/2021-01-07-henkel-invests-in-technology-start-up-feelit-1141594
Ruffles;;https://seeklogo.com/images/R/ruffles-logo-3A4BA2B805-seeklogo.com.png;[];PepsiCo;global;alternative;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Sabritas;;https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Sabritas_2001.svg/1200px-Sabritas_2001.svg.png;[];PepsiCo;global;alternative;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine."; https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Sabritones;;https://static.wikia.nocookie.net/logopedia/images/e/e7/Sabritones-809x397.jpg/revision/latest/scale-to-width-down/427?cb=20210827194456;[];PepsiCo;global;alternative;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Safeguard;;https://1000logos.net/wp-content/uploads/2020/04/Safeguard-Logo.png;[];Procter and Gamble;global;alternative;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
Salvo;;https://upload.wikimedia.org/wikipedia/en/f/fd/Logo_of_Salvo_brand_detergent%2C_2020.jpg;[];Procter and Gamble;global;alternative;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
Sanpelegrino;;https://1000logos.net/wp-content/uploads/2020/09/S.-Pellegrino-Logo.jpg;[];Nestlé;global;alternative;"Owned by **Nestlé**.

**Nestlé** is 100% owned by swiss. **Nestlé** began investing in Israel in 1995 by buying 10% of Israeli food maker Osem Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant **Nestlé** will set up a global research and development centre for snack foods in Sderot, a town in Israel's Negev desert, the Maariv newspaper reported on Sunday. ";https://www.just-food.com/news/israel-nestle-to-up-stake-in-osem/?cf-view
SAP;;https://cdn.icon-icons.com/icons2/2699/PNG/512/sap_logo_icon_170763.png;[];;global;alternative;**SAP** donated money to israeli employees after the war started, with an additional 6,500 israeli shekels for each family member of the employee.;https://www.timesofisrael.com/multinational-tech-firms-from-sap-to-intel-to-give-israeli-workers-wartime-grant/
Scholl;;;[];Reckitt Benckiser;global;alternative;"Owned by **Reckitt Benckiser**

**Reckitt Benckiser** signs a cooperation agreement with the Israel Innovation Authority.";https://en.globes.co.il/en/article-reckitt-benckiser-seeks-investments-in-israeli-cos-1001262747
Schwarzkopf;;https://www.henkel.be/resource/image/214622/1x1/1000/1000/6aac5b37116440b0eb2c8b883ea367f4/AC066B0CBFDE347FB042913CD70B0F56/schwarzkopf-corporate.webp;[];Henkel;global;alternative;"Owned by **Henkel**.

**Henkel** invests in Israeli technology namely by investing in Feelit. A company with its roots in Israël.";https://www.henkel.com/press-and-media/press-releases-and-kits/2021-01-07-henkel-invests-in-technology-start-up-feelit-1141594
