name;website;categories;parent name;parent location;parent level;reason;source_url
Whiskas;;[];Mars Inc;global;direct;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
Wilson;;[];;global;direct;"**Wilson Partnership**

**Wilson** has partnered with **Delta Galil Industries**, Ltd. (DELT/Tel Aviv Stock Exchange), the global manufacturer and marketer of branded and private label apparel products for men, women, and children. **Delta Galil Industries** is an **Israeli** textile firm headquartered in **Tel Aviv**, with plants around the world.";https://deltagalil.com/brands/licensed-brands/default.aspx
Winterfresh;;[];Mars Inc;global;direct;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
Witte Reus;;[];Henkel;global;direct;"Owned by **Henkel**.

**Henkel** invests in Israeli technology namely by investing in Feelit. A company with its roots in Israël.";https://www.henkel.com/press-and-media/press-releases-and-kits/2021-01-07-henkel-invests-in-technology-start-up-feelit-1141594
Wix;;[];Wix;global;direct;CEO Avishai Abrahami is a zionist who supports the IDF.;https://twitter.com/avishai_ab
Wolford;;[];;global;direct;"**Wolford Partnership**

**Wolford** has partnered with **Delta Galil Industries**, Ltd. (DELT/Tel Aviv Stock Exchange), the global manufacturer and marketer of branded and private label apparel products for men, women, and children. **Delta Galil Industries** is an **Israeli** textile firm headquartered in **Tel Aviv**, with plants around the world.";https://deltagalil.com/brands/licensed-brands/default.aspx
Woolite;;[];Reckitt Benckiser;global;direct;"Owned by **Reckitt Benckiser**

**Reckitt Benckiser** signs a cooperation agreement with the Israel Innovation Authority.";https://en.globes.co.il/en/article-reckitt-benckiser-seeks-investments-in-israeli-cos-1001262747
Wrigley's Extra;;[];Mars Inc;global;direct;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
Wrigley's Spearmint;;[];Mars Inc;global;direct;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
Yachak;;[];PepsiCo;global;direct;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Yasminelle;;[];Bayer;global;direct;"Owned by **Bayer**.

There is a partnership between **Bayer** and the Israeli Innovation Authority. The Israel Innovation Authority (IIA) is the support arm of the Israeli government, charged with fostering the development of industrial research and development in the State of Israel.";https://www.bayer.com/en/il/climate-tech-program
Yedigün;;[];PepsiCo;global;direct;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Youth to the people;;[];Youth to the people;global;direct;"**Youth to the people** is owned by **L'Oreal.**

**34.70%** of L’Oreal is owned by Mrs. Francoise Bettencourt Meyers and her family. **20.1%** of L’ Oreal is owned by **Nestle**. Nestle began **investing** in **Israel** in 1995 by buying 10% of Israeli food maker **Osem** Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant Nestle will set up a global research and development center for snack foods next year in Sderot, a town in Israel's Negev desert, the Maariv.";https://www.loreal-finance.com/eng/share-ownership
Youtube;;[];Youtube;global;direct;"**Youtube** is owned by **Google**

Amazon and Google are working together on **Project Nimbus**. 
**Project Nimbus** is a $1.2bn contract to provide cloud services for the **Israeli military and government**. This technology allows for further surveillance of and **unlawful data collection** on Palestinians, and facilitates expansion of Israel’s **illegal settlements** on Palestinian land.";https://www.theguardian.com/commentisfree/2021/oct/12/google-amazon-workers-condemn-project-nimbus-israeli-military-contract
Yuesai;;[];Yuesai;global;direct;"**Yuesai** is owned by **L'Oreal.**

**34.70%** of L’Oreal is owned by Mrs. Francoise Bettencourt Meyers and her family. **20.1%** of L’ Oreal is owned by **Nestle**. Nestle began **investing** in **Israel** in 1995 by buying 10% of Israeli food maker **Osem** Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant Nestle will set up a global research and development center for snack foods next year in Sderot, a town in Israel's Negev desert, the Maariv.";https://www.loreal-finance.com/eng/share-ownership
Yum! Brands;;[];;global;direct;**Yum! Brands** is an investor in Israeli start ups.;https://www.calcalistech.com/ctech/articles/0,7340,L-3901254,00.html
YumYum;;[];Ajinomoto Group;global;direct;"Owned by **Ajinomoto Group**.

**Ajinomoto Co.**, announced a partnership with Tel Aviv, Israel-based SuperMeat, a developer of poultry meat produced from animal cells.";https://www.meatpoultry.com/articles/26314-ajinomoto-enters-joint-venture-with-cell-based-meat-company
Zenith;;[];Zenith;global;direct;"**Zenith** is owned by **LVMH**.

Bernard Arnault, the chairman and **CEO** of **LMVH** Moet Hennessy-Louis Vuitton, and the world’s richest man according to Forbes, has **invested** in cybersecurity firm, **Wiz**, the **Israeli** maker of cloud security solutions for enterprises.";https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/
Zevo;;[];Procter and Gamble;global;direct;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
Zwitsal;;[];Unilever;global;direct;"Owned by **Unilever**.

**Zwitsal** and Ben & Jerry's are owned by **Unilever**. When Ben & Jerry's decided to stop selling its products in Israel, **Unilever** sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.";https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/
ZzzQuil;;[];Procter and Gamble;global;direct;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
Seeds of Change;;[];Mars Inc;global;direct;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
Sephora;;[];Sephora;global;direct;"**Sephora** is owned by **LVMH**.

Bernard Arnault, the chairman and **CEO** of **LMVH** Moet Hennessy-Louis Vuitton, and the world’s richest man according to Forbes, has **invested** in cybersecurity firm, **Wiz**, the **Israeli** maker of cloud security solutions for enterprises.";https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/
Sheba;;[];Mars Inc;global;direct;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
Showtime Networks Inc.;;[];Paramount Global;global;direct;"Owned by **Paramount Global**.

**Paramount Global** stated, 'We stand with the people of Israel and the global Jewish community.""";https://variety.com/2023/film/news/hollywood-studios-israel-palestine-hamas-attacks-1235753540/
Shu Uemura;;[];Shu Uemura;global;direct;"**Shu Uemura** is owned by **L'Oreal.**

**34.70%** of L’Oreal is owned by Mrs. Francoise Bettencourt Meyers and her family. **20.1%** of L’ Oreal is owned by **Nestle**. Nestle began **investing** in **Israel** in 1995 by buying 10% of Israeli food maker **Osem** Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant Nestle will set up a global research and development center for snack foods next year in Sderot, a town in Israel's Negev desert, the Maariv.";https://www.loreal-finance.com/eng/share-ownership
Sierra Mist;;[];PepsiCo;global;direct;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Signal;;[];Unilever;global;direct;"Owned by **Unilever**.

**Signal** and Ben & Jerry's are owned by **Unilever**. When Ben & Jerry's decided to stop selling its products in Israel, **Unilever** sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.";https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/
Silan;;[];Henkel;global;direct;"Owned by **Henkel**.

**Henkel** invests in Israeli technology namely by investing in Feelit. A company with its roots in Israël.";https://www.henkel.com/press-and-media/press-releases-and-kits/2021-01-07-henkel-invests-in-technology-start-up-feelit-1141594
Simply;;[];The Coca-Cola Company;global;direct;"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.";http://www.inminds.com/boycott-coca-cola.html
Sirma;;[];Danone;global;direct;"Owned by **Danone**.

**Danone** leads an investment of about NIS 12.5 million in Israel's Wilk, alongside Israeli milk firm Tara.";https://www.jpost.com/business-and-innovation/banking-and-finance/article-743853
Skii;;[];Procter and Gamble;global;direct;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
SkinBetter Science;;[];L'Oreal;global;direct;"Owned by **L'Oreal**. 

34.70% of **L’Oreal** is owned by Mrs. Francoise Bettencourt Meyers and her family. **L’Oreal** is owned by **Nestle**. **Nestle** began investing in Israel in 1995 by buying 10% of Israeli food maker Osem Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant **Nestle** will set up a global research and development center for snack foods next year in Sderot, a town in Israel's Negev desert, the Maariv.";https://www.loreal-finance.com/eng/share-ownership
SkinCeuticals;;[];L'Oreal;global;direct;"Owned by **L'Oreal**. 

34.70% of **L’Oreal** is owned by Mrs. Francoise Bettencourt Meyers and her family. 20.1% of **L’Oreal** is owned by **Nestle**. **Nestle** began investing in Israel in 1995 by buying 10% of Israeli food maker Osem Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant **Nestle** will set up a global research and development center for snack foods next year in Sderot, a town in Israel's Negev desert, the Maariv.";https://www.loreal-finance.com/eng/share-ownership
Skittles;;[];Mars Inc;global;direct;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
Smartfood;;[];PepsiCo;global;direct;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Smarties;;[];Nestlé;global;direct;"Owned by **Nestlé**.

**Nestlé** is 100% owned by swiss. **Nestlé** began investing in Israel in 1995 by buying 10% of Israeli food maker Osem Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant **Nestlé** will set up a global research and development centre for snack foods in Sderot, a town in Israel's Negev desert, the Maariv newspaper reported on Sunday. ";https://www.just-food.com/news/israel-nestle-to-up-stake-in-osem/?cf-view
Smartwater;;[];The Coca-Cola Company;global;direct;"Owned by **The Coca-Cola Company**.

**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.";http://www.inminds.com/boycott-coca-cola.html
smashbox;;[];Estée Lauder;global;direct;"Smashbox is owned by **Estée Lauder**.

**Ronald Lauder**, who together with his brother Leonard Lauder inherited the Estee Lauder company, is the president of the **World Jewish Congress**, and chairman of the Jewish National Fund, and is a **zionist** with extremist views and financially and politically supports **Israeli** occupation of Palestinian land.";https://www.jnf.org/menu-3/speakers-bureau/bio-page?id=830973c9-caae-67a8-a4cf-ff000038378d
Smithsonian Channel™;;[];Paramount Global;global;direct;"Owned by **Paramount Global**.

**Paramount Global** stated, 'We stand with the people of Israel and the global Jewish community.""";https://variety.com/2023/film/news/hollywood-studios-israel-palestine-hamas-attacks-1235753540/
Snack a Jacks;;[];PepsiCo;global;direct;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Sobe;;[];PepsiCo;global;direct;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
SodaStream;;[];PepsiCo;global;direct;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Soulboost;;[];PepsiCo;global;direct;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Sour Patch Kids;;[];Mondelez International, Inc.;global;direct;"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said “brings real, simple ingredients together to offer multi-textural, sensorial experiences.""";https://www.foodbusinessnews.net/articles/17261-mondelez-invests-in-israel-food-tech-startup
Stacy's;;[];PepsiCo;global;direct;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Standard Life;;[];;global;direct;**Standard Life** invests in companies selling arms and military equipment to Israel that have been used in the oppression of Palestinians;https://www.ethicalconsumer.org/money-finance/israel-deadly-investments
Starboard Cruise Services;;[];Starboard Cruise Services;global;direct;"**Starboard Cruise Services** is owned by **LVMH**.

Bernard Arnault, the chairman and **CEO** of **LMVH** Moet Hennessy-Louis Vuitton, and the world’s richest man according to Forbes, has **invested** in cybersecurity firm, **Wiz**, the **Israeli** maker of cloud security solutions for enterprises.";https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/
Starry;;[];PepsiCo;global;direct;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine."; https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Stella McCartney;;[];Stella McCartney;global;direct;"**Stella McCartney** is owned by **LVMH**.

Bernard Arnault, the chairman and **CEO** of **LMVH** Moet Hennessy-Louis Vuitton, and the world’s richest man according to Forbes, has **invested** in cybersecurity firm, **Wiz**, the **Israeli** maker of cloud security solutions for enterprises.";https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/
STMNT STATEMENT GROOMING GOODS;;[];Henkel;global;direct;"Owned by **Henkel**.

**Henkel** invests in Israeli technology namely by investing in Feelit. A company with its roots in Israël.";https://www.henkel.com/press-and-media/press-releases-and-kits/2021-01-07-henkel-invests-in-technology-start-up-feelit-1141594
Strepsils;;[];Reckitt Benckiser;global;direct;"Owned by **Reckitt Benckiser**

**Reckitt Benckiser** signs a cooperation agreement with the Israel Innovation Authority.";https://en.globes.co.il/en/article-reckitt-benckiser-seeks-investments-in-israeli-cos-1001262747
Stride;;[];Mondelez International, Inc.;global;direct;"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said “brings real, simple ingredients together to offer multi-textural, sensorial experiences.""";https://www.foodbusinessnews.net/articles/17261-mondelez-invests-in-israel-food-tech-startup
StyleNanda;;[];StyleNanda;global;direct;"**StyleNanda** is owned By **L' Oreal**.

**34.70%** of L’Oreal is owned by Mrs. Francoise **Bettencourt** Meyers and her family. **20.1%** of L’ Oreal is owned by **Nestle**. Nestle began investing in Israel in 1995 by buying 10% of Israeli food maker **Osem** Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a **53.8 percent stake** in Osem Swiss food giant Nestle will set up a global research and development center for snack foods next year in Sderot, a town in Israel's Negev desert, the Maariv.";https://www.loreal-finance.com/eng/share-ownership
SunChips;;[];PepsiCo;global;direct;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Sunlight;;[];Unilever;global;direct;"Owned by **Unilever**.

**Sunlight** and Ben & Jerry's are owned by **Unilever**. When Ben & Jerry's decided to stop selling its products in Israel, **Unilever** sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.";https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/
Sunsilk;;[];Unilever;global;direct;"Owned by **Unilever**.

**Sunsilk** and Ben & Jerry's are owned by **Unilever**. When Ben & Jerry's decided to stop selling its products in Israel, **Unilever** sold off the Israeli distribution rights to Avi Zinger to circumvent their decision and to force Ben & Jerry's brand name to continue selling in Israel.";https://www.unilever.com/news/press-and-media/press-releases/2022/unilever-reaches-new-business-arrangement-for-ben-jerrys-in-israel/
Supradyn ;;[];Bayer;global;direct;"Owned by **Bayer**.

There is a partnership between **Bayer** and the Israeli Innovation Authority. The Israel Innovation Authority (IIA) is the support arm of the Israeli government, charged with fostering the development of industrial research and development in the State of Israel.";https://www.bayer.com/en/il/climate-tech-program
Suzi Wan;;[];Mars Inc;global;direct;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
Sweet Earth;;[];Nestlé;global;direct;"Owned by **Nestlé**.

**Nestlé** is 100% owned by swiss. **Nestlé** began investing in Israel in 1995 by buying 10% of Israeli food maker Osem Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant **Nestlé** will set up a global research and development centre for snack foods in Sderot, a town in Israel's Negev desert, the Maariv newspaper reported on Sunday. ";https://www.just-food.com/news/israel-nestle-to-up-stake-in-osem/?cf-view
Swiffer;;[];Procter and Gamble;global;direct;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
Swoodoo;;[];Kayak;global;direct;"Owned By **Kayak**, which is a sister company of **Booking.com**.

**Booking.com** allows listings in occupied Palestinian territory, and after announcing it will remove 200 of such listings, it reversed its decision, showing it is knowingly complicit in Israels occupation.";https://www.aljazeera.com/news/2022/10/5/is-booking-com-reversal-palestine-corporate-hypocrisy
Syoss;;[];Henkel;global;direct;"Owned by **Henkel**.

**Henkel** invests in Israeli technology namely by investing in Feelit. A company with its roots in Israël.";https://www.henkel.com/press-and-media/press-releases-and-kits/2021-01-07-henkel-invests-in-technology-start-up-feelit-1141594
Taboola;;[];;global;direct;**Taboola**'s CEO, Adam Singolda, is a staunch zionist who tweets about Palestine supports being ISIS and terrorist sympathisers.;https://twitter.com/AdamSingolda
Tag Heuer;;[];LVMH;global;direct;"Tag Heuer is owned by **LVMH**.

Bernard Arnault, the chairman and **CEO** of **LMVH** Moet Hennessy-Louis Vuitton, and the world’s richest man according to Forbes, has **invested** in cybersecurity firm, **Wiz**, the **Israeli** maker of cloud security solutions for enterprises.";https://www.timesofisrael.com/luxury-goods-magnate-bernard-arnault-invests-in-israeli-cybersecurity-firm-wiz/
 TAKAMI;;[];TAKAMI;global;direct;"**TAKAMI** is owned by **L'Oreal.**

**34.70%** of L’Oreal is owned by Mrs. Francoise Bettencourt Meyers and her family. **20.1%** of L’ Oreal is owned by **Nestle**. Nestle began **investing** in **Israel** in 1995 by buying 10% of Israeli food maker **Osem** Investments, increasing its ownership to 50.1% two years later giving it the controlling share and now owns a 53.8 percent stake in Osem Swiss food giant Nestle will set up a global research and development center for snack foods next year in Sderot, a town in Israel's Negev desert, the Maariv.";https://www.loreal-finance.com/eng/share-ownership
Tampax;;[];Procter and Gamble;global;direct;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
Tang;;[];Mondelez International, Inc.;global;direct;"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said “brings real, simple ingredients together to offer multi-textural, sensorial experiences.""";https://www.foodbusinessnews.net/articles/17261-mondelez-invests-in-israel-food-tech-startup
Tasty Bite;;[];Mars Inc;global;direct;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
Tate's Bake Shop;;[];Mondelez International, Inc.;global;direct;"Owned by **Mondelez International, Inc.**

**Mondelez International Inc.** on Nov. 10(2020) announced a seed investment in Torr FoodTech, an early stage company based in Israel that has developed proprietary technology Mondelez said “brings real, simple ingredients together to offer multi-textural, sensorial experiences.""";https://www.foodbusinessnews.net/articles/17261-mondelez-invests-in-israel-food-tech-startup
Tazo;;[];PepsiCo;global;direct;"Owned by **PepsiCo**.

**PepsiCo** bought SodaStream for $3.2bn and owns 50% of Sabra both of which had taken advantage of the Israeli occupation of Palestine.";https://www.bloomberg.com/view/articles/2018-08-22/pepsico-s-sodastream-purchase-is-sweet-news-for-israelis?leadSource=uverify%20wall#xj4y7vzkg
Ted Baker;;[];;global;direct;"**Ted Baker Partnership**

**Ted Baker** has partnered with **Delta Galil Industries**, Ltd. (DELT/Tel Aviv Stock Exchange), the global manufacturer and marketer of branded and private label apparel products for men, women, and children. **Delta Galil Industries** is an **Israeli** textile firm headquartered in **Tel Aviv**, with plants around the world.";https://deltagalil.com/brands/licensed-brands/default.aspx
Telefe;;[];Paramount Global;global;direct;"Owned by **Paramount Global**.

**Paramount Global** stated, 'We stand with the people of Israel and the global Jewish community.""";https://variety.com/2023/film/news/hollywood-studios-israel-palestine-hamas-attacks-1235753540/
Temptations;;[];Mars Inc;global;direct;"Owned by **Mars Inc**.

**Mars** will support Israeli start-ups and the formation of companies, and will work together with leading Israeli academic institutions, such as the Hebrew University, the Weizmann Institute, the Technion, Migall and Tel Hai College, among others, to further Foodtech innovations.";https://www.foodmanufacturing.com/home/news/13251464/mars-incorporated-partners-with-jerusalem-venture-partners-to-foster-foodtech-solutions-in-israel
Teroson;;[];Henkel;global;direct;"Owned by **Henkel**.

**Henkel** invests in Israeli technology namely by investing in Feelit. A company with its roots in Israël.";https://www.henkel.com/press-and-media/press-releases-and-kits/2021-01-07-henkel-invests-in-technology-start-up-feelit-1141594
Tesco;;[];;global;direct;**Tesco** is partnering with an Israeli start, **Trigo Retail**, up to deliver till-less stores with several already open in London. Michael Gabay, the CEO of Trigo is a staunch zionist.;https://www.businesswire.com/news/home/20211018005203/en/Trigo-Powers-Fully-Autonomous-Tesco-Grocery-Store-in-Central-London
Teva;;[];;global;direct;"**American-Israeli Pharmaceutical Company**

**Teva** Pharmaceutical Industries Ltd is an American-**Israeli** pharmaceutical company and has become one of the biggest pharmaceutical companies in the world. Teva **stands** with **Israel** and provides all kind of **medical**, **pharmaceutical** and **humanitarian** aid to the zionist.

Note:

Hospitals in Gaza are facing a shortage of medical supplies. Humanitarian aid is based on the principles of humanity, impartiality, neutrality, and independence. The principle of humanity entails taking initiatives to alleviate human suffering, regardless of where it occurs, with particular attention to the most vulnerable. The dignity of all victims must be respected and protected. The principle of impartiality means that humanitarian aid can only be provided based on need, without discrimination between or within affected ethnic groups.

";https://www.tevapharm.com/news-and-media/latest-news/standing-with-israel-teva-statement-regarding-the-attacks-on-israeli-civilians/
The Art Of Shaving;;[];Procter and Gamble;global;direct;"Owned by **Procter and Gamble**.

**Procter and Gamble** opened an R&D center in Tel Aviv, Occupied Palestine, in which it invests $2bn annually.";https://www.forbes.com/sites/ricardogeromel/2012/05/16/procter-and-gamble-israel-startup/?sh=766ad3d811f5
The Coca-Cola Company;;[];;global;direct;**Coca-Cola Israel** owns dairy farms in the illegal Israeli settlements of Shadmot Mechola in the Jordan Valley and a plant in the industrial zone of Katzerin in the occupied Golan Heights.;http://www.inminds.com/boycott-coca-cola.html
